Time, Susceptible, Infected, Recovered, Dead
230,162,223,660,55
231,161,216,668,55
232,160,214,670,56
233,158,211,674,57
234,158,203,680,59
235,156,200,685,59
236,155,198,688,59
237,155,192,693,60
238,154,189,696,61
239,154,180,705,61
240,152,171,716,61
241,151,166,721,62
242,151,164,723,62
243,150,159,729,62
244,149,157,732,62
245,147,150,740,63
246,147,144,745,64
247,147,137,752,64
248,145,131,759,65
249,145,123,765,67
250,144,120,769,67
251,143,120,770,67
252,143,113,777,67
253,142,109,782,67
254,142,107,783,68
255,142,103,785,70
256,141,99,789,71
257,141,96,791,72
258,141,89,798,72
259,140,85,802,73
260,140,82,805,73
261,140,79,808,73
262,140,76,811,73
263,139,72,815,74
264,139,69,817,75
265,139,64,822,75
266,139,63,823,75
267,139,61,825,75
268,139,57,829,75
269,138,56,831,75
270,138,50,836,76
271,136,48,839,77
272,135,48,840,77
273,135,47,841,77
274,135,47,841,77
275,134,47,842,77
276,133,45,845,77
277,133,45,845,77
278,133,43,846,78
279,132,42,848,78
280,132,42,848,78
281,132,40,850,78
282,131,39,852,78
283,131,37,854,78
284,131,36,855,78
285,131,34,857,78
286,131,33,857,79
287,131,32,858,79
288,131,31,859,79
289,131,31,859,79
290,131,31,859,79
291,131,30,860,79
292,131,29,861,79
293,131,27,863,79
294,131,27,863,79
295,131,25,865,79
296,131,24,866,79
297,131,24,866,79
298,131,23,866,80
299,131,23,866,80
300,131,21,868,80
301,131,20,869,80
302,131,20,869,80
303,131,19,870,80
304,131,18,870,81
305,131,16,871,82
306,131,16,871,82
307,130,17,871,82
308,130,15,873,82
309,130,15,873,82
310,130,14,874,82
311,130,13,875,82
312,130,13,875,82
313,130,12,876,82
314,130,12,876,82
315,130,12,876,82
316,130,11,877,82
317,130,11,877,82
318,130,11,877,82
319,130,10,878,82
320,130,10,878,82
321,130,10,878,82
322,130,10,878,82
323,130,9,879,82
324,130,9,879,82
325,130,9,879,82
326,130,9,879,82
327,130,9,879,82
328,130,9,879,82
329,130,8,879,83
330,130,8,879,83
331,130,6,881,83
332,130,5,882,83
333,130,5,882,83
334,130,5,882,83
335,130,4,883,83
336,130,3,884,83
337,130,3,884,83
338,130,3,884,83
339,130,2,885,83
340,130,2,885,83
341,130,2,885,83
342,130,1,886,83
343,130,1,886,83
344,130,1,886,83
345,130,1,886,83
346,130,1,886,83
347,130,1,886,83
348,130,1,886,83
349,130,1,886,83
350,130,1,886,83
351,130,1,886,83
352,130,1,886,83
353,130,1,886,83
354,130,1,886,83
355,130,1,886,83
356,130,1,886,83
357,130,1,886,83
358,130,1,886,83
359,130,1,886,83
360,130,1,886,83
361,130,1,886,83
362,130,1,886,83
363,130,1,886,83
364,130,1,886,83
365,130,1,886,83
366,130,1,886,83
367,130,0,887,83
368,130,0,887,83
369,130,0,887,83
370,130,0,887,83
371,130,0,887,83
372,130,0,887,83
373,130,0,887,83
374,130,0,887,83
375,130,0,887,83
376,130,0,887,83
377,130,0,887,83
378,130,0,887,83
379,130,0,887,83
380,130,0,887,83
381,130,0,887,83
382,130,0,887,83
383,130,0,887,83
384,130,0,887,83
385,130,0,887,83
386,130,0,887,83
387,130,0,887,83
388,130,0,887,83
389,130,0,887,83
390,130,0,887,83
391,130,0,887,83
392,130,0,887,83
393,130,0,887,83
394,130,0,887,83
395,130,0,887,83
396,130,0,887,83
397,130,0,887,83
398,130,0,887,83
399,130,0,887,83
400,130,0,887,83
401,130,0,887,83
402,130,0,887,83
403,130,0,887,83
404,130,0,887,83
405,130,0,887,83
406,130,0,887,83
407,130,0,887,83
408,130,0,887,83
409,130,0,887,83
410,130,0,887,83
411,130,0,887,83
412,130,0,887,83
413,130,0,887,83
414,130,0,887,83
415,130,0,887,83
416,130,0,887,83
417,130,0,887,83
418,130,0,887,83
419,130,0,887,83
420,130,0,887,83
421,130,0,887,83
422,130,0,887,83
423,130,0,887,83
424,130,0,887,83
425,130,0,887,83
426,130,0,887,83
427,130,0,887,83
428,130,0,887,83
429,130,0,887,83
430,130,0,887,83
431,130,0,887,83
432,130,0,887,83
433,130,0,887,83
434,130,0,887,83
435,130,0,887,83
436,130,0,887,83
437,130,0,887,83
438,130,0,887,83
439,130,0,887,83
440,130,0,887,83
441,130,0,887,83
442,130,0,887,83
443,130,0,887,83
444,130,0,887,83
445,130,0,887,83
446,130,0,887,83
447,130,0,887,83
448,130,0,887,83
449,130,0,887,83
450,130,0,887,83
451,130,0,887,83
452,130,0,887,83
453,130,0,887,83
454,130,0,887,83
455,130,0,887,83
456,130,0,887,83
457,130,0,887,83
458,130,0,887,83
459,130,0,887,83
460,130,0,887,83
461,130,0,887,83
462,130,0,887,83
463,130,0,887,83
464,130,0,887,83
465,130,0,887,83
466,130,0,887,83
467,130,0,887,83
468,130,0,887,83
469,130,0,887,83
470,130,0,887,83
471,130,0,887,83
472,130,0,887,83
473,130,0,887,83
474,130,0,887,83
475,130,0,887,83
476,130,0,887,83
477,130,0,887,83
478,130,0,887,83
479,130,0,887,83
480,130,0,887,83
