Time, Susceptible, Infected, Recovered, Dead
232,28,17,932,123
233,28,17,932,123
234,28,16,933,123
235,28,15,934,123
236,28,14,935,123
237,28,13,936,123
238,28,10,938,124
239,28,10,938,124
240,28,8,940,124
241,28,8,940,124
242,28,8,940,124
243,28,7,941,124
244,28,7,941,124
245,28,7,941,124
246,28,6,942,124
247,28,6,942,124
248,28,6,942,124
249,28,6,942,124
250,28,5,943,124
251,28,5,943,124
252,28,5,943,124
253,28,3,945,124
254,28,3,945,124
255,28,3,945,124
256,28,3,945,124
257,28,3,945,124
258,28,3,945,124
259,28,2,946,124
260,28,1,947,124
261,28,1,947,124
262,28,1,947,124
263,28,1,947,124
264,28,1,947,124
265,28,1,947,124
266,28,1,947,124
267,28,1,947,124
268,28,1,947,124
269,28,1,947,124
270,28,1,947,124
271,28,1,947,124
272,28,1,947,124
273,28,1,947,124
274,28,1,947,124
275,28,1,947,124
276,28,1,947,124
277,28,1,947,124
278,28,1,947,124
279,28,1,947,124
280,28,1,947,124
281,28,1,947,124
282,28,1,947,124
283,27,2,947,124
284,27,2,947,124
285,27,2,947,124
286,27,2,947,124
287,27,2,947,124
288,27,2,947,124
289,27,1,948,124
290,27,1,948,124
291,27,1,948,124
292,27,1,948,124
293,27,1,948,124
294,27,1,948,124
295,27,1,948,124
296,27,1,948,124
297,27,1,948,124
298,27,1,948,124
299,27,1,948,124
300,27,1,948,124
301,27,1,948,124
302,27,1,948,124
303,27,1,948,124
304,27,1,948,124
305,27,1,948,124
306,27,1,948,124
307,27,1,948,124
308,27,1,948,124
309,27,1,948,124
310,27,1,948,124
311,27,1,948,124
312,27,1,948,124
313,27,1,948,124
314,27,1,948,124
315,27,1,948,124
316,27,1,948,124
317,27,1,948,124
318,27,1,948,124
319,27,1,948,124
320,27,1,948,124
321,27,1,948,124
322,27,1,948,124
323,27,1,948,124
324,27,1,948,124
325,27,1,948,124
326,27,1,948,124
327,27,1,948,124
328,27,1,948,124
329,27,1,948,124
330,27,1,948,124
331,27,1,948,124
332,27,1,948,124
333,27,1,948,124
334,27,1,948,124
335,27,1,948,124
336,27,1,948,124
337,27,1,948,124
338,27,1,948,124
339,27,1,948,124
340,27,1,948,124
341,27,1,948,124
342,27,1,948,124
343,27,0,949,124
344,27,0,949,124
345,27,0,949,124
346,27,0,949,124
347,27,0,949,124
348,27,0,949,124
349,27,0,949,124
350,27,0,949,124
351,27,0,949,124
352,27,0,949,124
353,27,0,949,124
354,27,0,949,124
355,27,0,949,124
356,27,0,949,124
357,27,0,949,124
358,27,0,949,124
359,27,0,949,124
360,27,0,949,124
361,27,0,949,124
362,27,0,949,124
363,27,0,949,124
364,27,0,949,124
365,27,0,949,124
366,27,0,949,124
367,27,0,949,124
368,27,0,949,124
369,27,0,949,124
370,27,0,949,124
371,27,0,949,124
372,27,0,949,124
373,27,0,949,124
374,27,0,949,124
375,27,0,949,124
376,27,0,949,124
377,27,0,949,124
378,27,0,949,124
379,27,0,949,124
380,27,0,949,124
381,27,0,949,124
382,27,0,949,124
383,27,0,949,124
384,27,0,949,124
385,27,0,949,124
386,27,0,949,124
387,27,0,949,124
388,27,0,949,124
389,27,0,949,124
390,27,0,949,124
391,27,0,949,124
392,27,0,949,124
393,27,0,949,124
394,27,0,949,124
395,27,0,949,124
396,27,0,949,124
397,27,0,949,124
398,27,0,949,124
399,27,0,949,124
400,27,0,949,124
401,27,0,949,124
402,27,0,949,124
403,27,0,949,124
404,27,0,949,124
405,27,0,949,124
406,27,0,949,124
407,27,0,949,124
408,27,0,949,124
409,27,0,949,124
410,27,0,949,124
411,27,0,949,124
412,27,0,949,124
413,27,0,949,124
414,27,0,949,124
415,27,0,949,124
416,27,0,949,124
417,27,0,949,124
418,27,0,949,124
419,27,0,949,124
420,27,0,949,124
421,27,0,949,124
422,27,0,949,124
423,27,0,949,124
424,27,0,949,124
425,27,0,949,124
426,27,0,949,124
427,27,0,949,124
428,27,0,949,124
429,27,0,949,124
430,27,0,949,124
431,27,0,949,124
432,27,0,949,124
433,27,0,949,124
434,27,0,949,124
435,27,0,949,124
436,27,0,949,124
437,27,0,949,124
438,27,0,949,124
439,27,0,949,124
440,27,0,949,124
441,27,0,949,124
442,27,0,949,124
443,27,0,949,124
444,27,0,949,124
445,27,0,949,124
446,27,0,949,124
447,27,0,949,124
448,27,0,949,124
449,27,0,949,124
450,27,0,949,124
451,27,0,949,124
452,27,0,949,124
453,27,0,949,124
454,27,0,949,124
455,27,0,949,124
456,27,0,949,124
457,27,0,949,124
458,27,0,949,124
459,27,0,949,124
460,27,0,949,124
461,27,0,949,124
462,27,0,949,124
463,27,0,949,124
464,27,0,949,124
465,27,0,949,124
466,27,0,949,124
467,27,0,949,124
468,27,0,949,124
469,27,0,949,124
470,27,0,949,124
471,27,0,949,124
472,27,0,949,124
473,27,0,949,124
474,27,0,949,124
475,27,0,949,124
476,27,0,949,124
477,27,0,949,124
478,27,0,949,124
479,27,0,949,124
480,27,0,949,124
