Time, Susceptible, Infected, Recovered, Dead
226,56,329,645,70
227,55,322,653,70
228,54,309,667,70
229,54,292,683,71
230,52,284,691,73
231,52,275,699,74
232,51,264,710,75
233,50,253,722,75
234,50,246,729,75
235,49,233,743,75
236,49,221,753,77
237,49,208,765,78
238,48,200,774,78
239,48,186,786,80
240,48,176,795,81
241,48,169,802,81
242,48,157,812,83
243,48,150,819,83
244,48,140,828,84
245,48,136,832,84
246,48,130,837,85
247,47,125,843,85
248,47,118,849,86
249,47,115,852,86
250,47,106,860,87
251,47,105,860,88
252,47,99,865,89
253,46,95,870,89
254,46,88,876,90
255,46,81,883,90
256,46,77,887,90
257,46,73,891,90
258,46,70,894,90
259,45,67,897,91
260,45,66,897,92
261,45,65,898,92
262,45,61,902,92
263,45,60,903,92
264,45,57,905,93
265,44,54,909,93
266,44,48,914,94
267,44,44,917,95
268,44,40,919,97
269,44,38,921,97
270,44,38,921,97
271,44,34,925,97
272,44,32,927,97
273,44,28,931,97
274,44,25,934,97
275,44,24,935,97
276,44,22,937,97
277,44,22,937,97
278,44,21,938,97
279,44,17,942,97
280,44,17,942,97
281,44,13,945,98
282,44,13,945,98
283,44,13,945,98
284,44,13,945,98
285,44,13,945,98
286,44,12,945,99
287,44,11,946,99
288,44,10,947,99
289,44,10,947,99
290,44,8,949,99
291,44,8,949,99
292,44,7,950,99
293,44,6,951,99
294,44,6,951,99
295,44,5,952,99
296,44,5,952,99
297,44,5,952,99
298,44,4,953,99
299,44,4,953,99
300,44,4,953,99
301,44,4,953,99
302,44,4,953,99
303,44,4,953,99
304,44,4,953,99
305,44,4,953,99
306,44,4,953,99
307,43,4,954,99
308,43,4,954,99
309,43,4,954,99
310,43,4,954,99
311,43,4,954,99
312,43,4,954,99
313,43,3,955,99
314,43,3,955,99
315,43,3,955,99
316,43,3,955,99
317,43,3,955,99
318,43,3,955,99
319,43,2,956,99
320,43,2,956,99
321,43,2,956,99
322,43,2,956,99
323,43,2,956,99
324,43,2,956,99
325,43,1,956,100
326,43,1,956,100
327,43,1,956,100
328,43,1,956,100
329,43,1,956,100
330,43,1,956,100
331,43,1,956,100
332,43,1,956,100
333,43,1,956,100
334,43,1,956,100
335,43,1,956,100
336,43,1,956,100
337,43,1,956,100
338,43,1,956,100
339,43,1,956,100
340,43,1,956,100
341,43,1,956,100
342,43,1,956,100
343,43,1,956,100
344,43,1,956,100
345,43,1,956,100
346,43,1,956,100
347,43,1,956,100
348,43,1,956,100
349,43,1,956,100
350,43,1,956,100
351,43,1,956,100
352,43,1,956,100
353,43,1,956,100
354,43,1,956,100
355,43,1,956,100
356,43,1,956,100
357,43,1,956,100
358,43,1,956,100
359,43,1,956,100
360,43,1,956,100
361,43,1,956,100
362,43,1,956,100
363,43,1,956,100
364,43,1,956,100
365,43,1,956,100
366,43,1,956,100
367,43,0,957,100
368,43,0,957,100
369,43,0,957,100
370,43,0,957,100
371,43,0,957,100
372,43,0,957,100
373,43,0,957,100
374,43,0,957,100
375,43,0,957,100
376,43,0,957,100
377,43,0,957,100
378,43,0,957,100
379,43,0,957,100
380,43,0,957,100
381,43,0,957,100
382,43,0,957,100
383,43,0,957,100
384,43,0,957,100
385,43,0,957,100
386,43,0,957,100
387,43,0,957,100
388,43,0,957,100
389,43,0,957,100
390,43,0,957,100
391,43,0,957,100
392,43,0,957,100
393,43,0,957,100
394,43,0,957,100
395,43,0,957,100
396,43,0,957,100
397,43,0,957,100
398,43,0,957,100
399,43,0,957,100
400,43,0,957,100
401,43,0,957,100
402,43,0,957,100
403,43,0,957,100
404,43,0,957,100
405,43,0,957,100
406,43,0,957,100
407,43,0,957,100
408,43,0,957,100
409,43,0,957,100
410,43,0,957,100
411,43,0,957,100
412,43,0,957,100
413,43,0,957,100
414,43,0,957,100
415,43,0,957,100
416,43,0,957,100
417,43,0,957,100
418,43,0,957,100
419,43,0,957,100
420,43,0,957,100
421,43,0,957,100
422,43,0,957,100
423,43,0,957,100
424,43,0,957,100
425,43,0,957,100
426,43,0,957,100
427,43,0,957,100
428,43,0,957,100
429,43,0,957,100
430,43,0,957,100
431,43,0,957,100
432,43,0,957,100
433,43,0,957,100
434,43,0,957,100
435,43,0,957,100
436,43,0,957,100
437,43,0,957,100
438,43,0,957,100
439,43,0,957,100
440,43,0,957,100
441,43,0,957,100
442,43,0,957,100
443,43,0,957,100
444,43,0,957,100
445,43,0,957,100
446,43,0,957,100
447,43,0,957,100
448,43,0,957,100
449,43,0,957,100
450,43,0,957,100
451,43,0,957,100
452,43,0,957,100
453,43,0,957,100
454,43,0,957,100
455,43,0,957,100
456,43,0,957,100
457,43,0,957,100
458,43,0,957,100
459,43,0,957,100
460,43,0,957,100
461,43,0,957,100
462,43,0,957,100
463,43,0,957,100
464,43,0,957,100
465,43,0,957,100
466,43,0,957,100
467,43,0,957,100
468,43,0,957,100
469,43,0,957,100
470,43,0,957,100
471,43,0,957,100
472,43,0,957,100
473,43,0,957,100
474,43,0,957,100
475,43,0,957,100
476,43,0,957,100
477,43,0,957,100
478,43,0,957,100
479,43,0,957,100
480,43,0,957,100
