Time, Susceptible, Infected, Recovered, Dead
229,92,246,681,81
230,92,238,689,81
231,92,231,694,83
232,92,227,697,84
233,92,217,706,85
234,92,212,710,86
235,90,201,723,86
236,89,191,734,86
237,89,187,738,86
238,88,184,742,86
239,86,179,749,86
240,84,177,752,87
241,84,173,756,87
242,84,166,761,89
243,84,157,769,90
244,84,152,773,91
245,84,144,781,91
246,84,141,784,91
247,84,138,786,92
248,83,132,793,92
249,83,126,799,92
250,83,121,804,92
251,81,118,809,92
252,81,111,815,93
253,81,106,819,94
254,81,100,824,95
255,81,99,825,95
256,81,94,829,96
257,81,90,832,97
258,81,84,837,98
259,81,79,841,99
260,81,76,844,99
261,80,73,848,99
262,80,67,853,100
263,80,64,856,100
264,79,60,861,100
265,79,56,865,100
266,79,55,866,100
267,79,54,867,100
268,79,53,868,100
269,79,50,871,100
270,79,50,871,100
271,79,49,872,100
272,79,47,874,100
273,79,44,876,101
274,79,41,878,102
275,79,37,882,102
276,79,34,885,102
277,79,33,886,102
278,79,29,889,103
279,79,26,892,103
280,79,24,894,103
281,79,20,898,103
282,79,19,899,103
283,79,17,901,103
284,79,17,901,103
285,79,16,902,103
286,79,16,902,103
287,79,15,902,104
288,79,14,903,104
289,79,13,904,104
290,79,13,904,104
291,79,13,904,104
292,78,14,904,104
293,78,14,904,104
294,78,14,904,104
295,78,12,906,104
296,78,11,907,104
297,78,11,907,104
298,78,10,908,104
299,78,8,910,104
300,78,6,912,104
301,78,6,912,104
302,78,6,912,104
303,78,6,912,104
304,78,6,912,104
305,78,6,912,104
306,78,6,912,104
307,78,6,912,104
308,78,5,913,104
309,78,5,913,104
310,78,5,913,104
311,78,3,915,104
312,78,3,915,104
313,78,3,915,104
314,78,3,915,104
315,78,3,915,104
316,78,3,915,104
317,78,3,915,104
318,78,3,915,104
319,78,3,915,104
320,78,3,915,104
321,78,2,916,104
322,78,2,916,104
323,78,2,916,104
324,78,1,917,104
325,78,1,917,104
326,78,1,917,104
327,78,1,917,104
328,78,1,917,104
329,78,1,917,104
330,78,1,917,104
331,78,1,917,104
332,78,1,917,104
333,78,1,917,104
334,78,1,917,104
335,78,1,917,104
336,78,1,917,104
337,78,1,917,104
338,78,1,917,104
339,78,1,917,104
340,78,1,917,104
341,78,1,917,104
342,78,1,917,104
343,78,1,917,104
344,78,1,917,104
345,78,1,917,104
346,78,1,917,104
347,78,1,917,104
348,78,1,917,104
349,78,1,917,104
350,78,1,917,104
351,78,1,917,104
352,78,0,918,104
353,78,0,918,104
354,78,0,918,104
355,78,0,918,104
356,78,0,918,104
357,78,0,918,104
358,78,0,918,104
359,78,0,918,104
360,78,0,918,104
361,78,0,918,104
362,78,0,918,104
363,78,0,918,104
364,78,0,918,104
365,78,0,918,104
366,78,0,918,104
367,78,0,918,104
368,78,0,918,104
369,78,0,918,104
370,78,0,918,104
371,78,0,918,104
372,78,0,918,104
373,78,0,918,104
374,78,0,918,104
375,78,0,918,104
376,78,0,918,104
377,78,0,918,104
378,78,0,918,104
379,78,0,918,104
380,78,0,918,104
381,78,0,918,104
382,78,0,918,104
383,78,0,918,104
384,78,0,918,104
385,78,0,918,104
386,78,0,918,104
387,78,0,918,104
388,78,0,918,104
389,78,0,918,104
390,78,0,918,104
391,78,0,918,104
392,78,0,918,104
393,78,0,918,104
394,78,0,918,104
395,78,0,918,104
396,78,0,918,104
397,78,0,918,104
398,78,0,918,104
399,78,0,918,104
400,78,0,918,104
401,78,0,918,104
402,78,0,918,104
403,78,0,918,104
404,78,0,918,104
405,78,0,918,104
406,78,0,918,104
407,78,0,918,104
408,78,0,918,104
409,78,0,918,104
410,78,0,918,104
411,78,0,918,104
412,78,0,918,104
413,78,0,918,104
414,78,0,918,104
415,78,0,918,104
416,78,0,918,104
417,78,0,918,104
418,78,0,918,104
419,78,0,918,104
420,78,0,918,104
421,78,0,918,104
422,78,0,918,104
423,78,0,918,104
424,78,0,918,104
425,78,0,918,104
426,78,0,918,104
427,78,0,918,104
428,78,0,918,104
429,78,0,918,104
430,78,0,918,104
431,78,0,918,104
432,78,0,918,104
433,78,0,918,104
434,78,0,918,104
435,78,0,918,104
436,78,0,918,104
437,78,0,918,104
438,78,0,918,104
439,78,0,918,104
440,78,0,918,104
441,78,0,918,104
442,78,0,918,104
443,78,0,918,104
444,78,0,918,104
445,78,0,918,104
446,78,0,918,104
447,78,0,918,104
448,78,0,918,104
449,78,0,918,104
450,78,0,918,104
451,78,0,918,104
452,78,0,918,104
453,78,0,918,104
454,78,0,918,104
455,78,0,918,104
456,78,0,918,104
457,78,0,918,104
458,78,0,918,104
459,78,0,918,104
460,78,0,918,104
461,78,0,918,104
462,78,0,918,104
463,78,0,918,104
464,78,0,918,104
465,78,0,918,104
466,78,0,918,104
467,78,0,918,104
468,78,0,918,104
469,78,0,918,104
470,78,0,918,104
471,78,0,918,104
472,78,0,918,104
473,78,0,918,104
474,78,0,918,104
475,78,0,918,104
476,78,0,918,104
477,78,0,918,104
478,78,0,918,104
479,78,0,918,104
480,78,0,918,104
