Time, Susceptible, Infected, Recovered, Dead
224,382,479,215,24
225,375,480,221,24
226,372,479,225,24
227,368,477,231,24
228,360,476,239,25
229,350,484,241,25
230,344,475,255,26
231,339,473,262,26
232,334,472,268,26
233,331,469,273,27
234,328,464,281,27
235,324,466,283,27
236,321,456,296,27
237,318,452,303,27
238,315,451,307,27
239,312,445,316,27
240,310,438,323,29
241,304,436,328,32
242,296,433,337,34
243,293,426,347,34
244,290,423,351,36
245,287,419,357,37
246,285,417,361,37
247,282,412,369,37
248,274,413,376,37
249,269,404,387,40
250,264,402,394,40
251,264,395,400,41
252,261,390,407,42
253,258,381,418,43
254,255,370,431,44
255,249,362,445,44
256,247,354,454,45
257,246,348,461,45
258,245,342,466,47
259,244,336,473,47
260,243,327,482,48
261,242,321,488,49
262,240,312,499,49
263,237,304,508,51
264,236,300,513,51
265,234,290,524,52
266,233,284,531,52
267,233,275,539,53
268,232,264,548,56
269,231,260,552,57
270,226,255,562,57
271,225,244,573,58
272,225,237,579,59
273,225,230,584,61
274,224,218,595,63
275,221,217,599,63
276,220,214,603,63
277,220,212,605,63
278,219,199,616,66
279,216,199,619,66
280,216,189,629,66
281,215,184,634,67
282,214,177,642,67
283,214,170,649,67
284,214,168,651,67
285,212,163,655,70
286,210,162,657,71
287,210,158,660,72
288,210,150,667,73
289,210,140,675,75
290,209,135,681,75
291,207,132,686,75
292,207,127,690,76
293,207,124,693,76
294,207,121,695,77
295,207,117,697,79
296,206,115,700,79
297,206,112,703,79
298,206,109,705,80
299,206,106,707,81
300,206,104,709,81
301,206,98,715,81
302,206,90,722,82
303,206,87,725,82
304,203,87,728,82
305,203,84,731,82
306,203,82,733,82
307,202,80,736,82
308,202,72,743,83
309,202,67,748,83
310,201,63,753,83
311,201,63,753,83
312,201,60,756,83
313,201,57,759,83
314,200,55,762,83
315,200,49,768,83
316,200,47,770,83
317,200,46,771,83
318,199,46,772,83
319,199,45,773,83
320,199,44,774,83
321,199,43,775,83
322,199,41,777,83
323,199,38,779,84
324,199,37,780,84
325,199,35,781,85
326,199,34,782,85
327,199,34,782,85
328,199,33,783,85
329,199,32,784,85
330,198,28,788,86
331,198,27,789,86
332,198,27,789,86
333,198,27,789,86
334,198,26,790,86
335,198,23,793,86
336,198,22,793,87
337,198,22,793,87
338,198,21,794,87
339,198,18,796,88
340,197,19,796,88
341,197,18,797,88
342,197,17,798,88
343,197,17,798,88
344,197,17,798,88
345,197,15,799,89
346,197,13,801,89
347,197,13,801,89
348,197,13,801,89
349,197,13,801,89
350,197,12,802,89
351,197,10,804,89
352,197,10,804,89
353,197,10,804,89
354,197,10,804,89
355,197,10,804,89
356,196,10,805,89
357,196,10,805,89
358,196,10,805,89
359,196,10,805,89
360,195,11,805,89
361,195,11,805,89
362,195,11,805,89
363,195,11,805,89
364,195,8,808,89
365,195,8,808,89
366,195,8,808,89
367,195,7,809,89
368,195,7,809,89
369,195,7,809,89
370,195,6,809,90
371,195,6,809,90
372,195,6,809,90
373,195,6,809,90
374,195,5,810,90
375,195,5,810,90
376,195,5,810,90
377,195,5,810,90
378,195,4,811,90
379,195,4,811,90
380,195,4,811,90
381,195,4,811,90
382,195,4,811,90
383,195,4,811,90
384,195,4,811,90
385,195,4,811,90
386,195,4,811,90
387,195,4,811,90
388,195,4,811,90
389,195,4,811,90
390,195,3,811,91
391,195,3,811,91
392,195,3,811,91
393,195,3,811,91
394,195,3,811,91
395,195,3,811,91
396,195,3,811,91
397,195,3,811,91
398,195,3,811,91
399,195,3,811,91
400,195,2,812,91
401,195,2,812,91
402,195,2,812,91
403,195,2,812,91
404,195,2,812,91
405,195,2,812,91
406,195,2,812,91
407,195,2,812,91
408,195,2,812,91
409,195,2,812,91
410,195,2,812,91
411,195,2,812,91
412,195,2,812,91
413,195,2,812,91
414,195,2,812,91
415,195,2,812,91
416,195,1,813,91
417,195,1,813,91
418,195,1,813,91
419,195,1,813,91
420,195,0,814,91
421,195,0,814,91
422,195,0,814,91
423,195,0,814,91
424,195,0,814,91
425,195,0,814,91
426,195,0,814,91
427,195,0,814,91
428,195,0,814,91
429,195,0,814,91
430,195,0,814,91
431,195,0,814,91
432,195,0,814,91
433,195,0,814,91
434,195,0,814,91
435,195,0,814,91
436,195,0,814,91
437,195,0,814,91
438,195,0,814,91
439,195,0,814,91
440,195,0,814,91
441,195,0,814,91
442,195,0,814,91
443,195,0,814,91
444,195,0,814,91
445,195,0,814,91
446,195,0,814,91
447,195,0,814,91
448,195,0,814,91
449,195,0,814,91
450,195,0,814,91
451,195,0,814,91
452,195,0,814,91
453,195,0,814,91
454,195,0,814,91
455,195,0,814,91
456,195,0,814,91
457,195,0,814,91
458,195,0,814,91
459,195,0,814,91
460,195,0,814,91
461,195,0,814,91
462,195,0,814,91
463,195,0,814,91
464,195,0,814,91
465,195,0,814,91
466,195,0,814,91
467,195,0,814,91
468,195,0,814,91
469,195,0,814,91
470,195,0,814,91
471,195,0,814,91
472,195,0,814,91
473,195,0,814,91
474,195,0,814,91
475,195,0,814,91
476,195,0,814,91
477,195,0,814,91
478,195,0,814,91
479,195,0,814,91
480,195,0,814,91
