Time, Susceptible, Infected, Recovered, Dead
229,47,204,770,79
230,47,199,774,80
231,47,186,786,81
232,47,181,791,81
233,47,169,803,81
234,47,166,806,81
235,47,157,814,82
236,47,152,817,84
237,47,146,823,84
238,47,138,829,86
239,46,132,836,86
240,45,126,841,88
241,45,121,846,88
242,43,120,849,88
243,42,117,852,89
244,42,112,856,90
245,42,107,860,91
246,42,99,868,91
247,42,95,871,92
248,41,91,876,92
249,41,90,877,92
250,40,85,882,93
251,40,79,887,94
252,39,78,889,94
253,39,75,892,94
254,39,71,896,94
255,39,66,901,94
256,39,60,907,94
257,39,57,910,94
258,39,53,914,94
259,39,49,918,94
260,39,49,918,94
261,39,46,921,94
262,39,44,922,95
263,39,42,924,95
264,39,41,925,95
265,39,40,926,95
266,39,39,926,96
267,39,36,929,96
268,39,34,930,97
269,39,33,930,98
270,39,32,930,99
271,39,29,933,99
272,39,26,936,99
273,39,24,937,100
274,39,22,939,100
275,39,20,941,100
276,39,19,942,100
277,38,20,942,100
278,38,18,944,100
279,38,17,945,100
280,38,15,947,100
281,38,15,947,100
282,38,14,948,100
283,38,13,949,100
284,38,13,949,100
285,38,12,950,100
286,38,10,952,100
287,38,10,952,100
288,38,9,953,100
289,38,9,953,100
290,38,9,953,100
291,38,9,953,100
292,38,9,953,100
293,38,9,953,100
294,38,9,953,100
295,38,9,953,100
296,38,9,953,100
297,38,9,953,100
298,38,9,953,100
299,38,8,954,100
300,38,7,955,100
301,38,7,955,100
302,38,5,956,101
303,38,4,957,101
304,38,4,957,101
305,38,4,957,101
306,38,4,957,101
307,38,4,957,101
308,38,3,958,101
309,38,3,958,101
310,38,2,959,101
311,38,2,959,101
312,38,1,960,101
313,38,1,960,101
314,38,1,960,101
315,38,1,960,101
316,38,1,960,101
317,38,1,960,101
318,38,1,960,101
319,38,1,960,101
320,38,1,960,101
321,38,1,960,101
322,38,1,960,101
323,38,1,960,101
324,38,1,960,101
325,38,1,960,101
326,38,1,960,101
327,38,1,960,101
328,38,1,960,101
329,38,1,960,101
330,38,1,960,101
331,38,1,960,101
332,38,1,960,101
333,38,1,960,101
334,38,1,960,101
335,38,1,960,101
336,38,1,960,101
337,38,0,961,101
338,38,0,961,101
339,38,0,961,101
340,38,0,961,101
341,38,0,961,101
342,38,0,961,101
343,38,0,961,101
344,38,0,961,101
345,38,0,961,101
346,38,0,961,101
347,38,0,961,101
348,38,0,961,101
349,38,0,961,101
350,38,0,961,101
351,38,0,961,101
352,38,0,961,101
353,38,0,961,101
354,38,0,961,101
355,38,0,961,101
356,38,0,961,101
357,38,0,961,101
358,38,0,961,101
359,38,0,961,101
360,38,0,961,101
361,38,0,961,101
362,38,0,961,101
363,38,0,961,101
364,38,0,961,101
365,38,0,961,101
366,38,0,961,101
367,38,0,961,101
368,38,0,961,101
369,38,0,961,101
370,38,0,961,101
371,38,0,961,101
372,38,0,961,101
373,38,0,961,101
374,38,0,961,101
375,38,0,961,101
376,38,0,961,101
377,38,0,961,101
378,38,0,961,101
379,38,0,961,101
380,38,0,961,101
381,38,0,961,101
382,38,0,961,101
383,38,0,961,101
384,38,0,961,101
385,38,0,961,101
386,38,0,961,101
387,38,0,961,101
388,38,0,961,101
389,38,0,961,101
390,38,0,961,101
391,38,0,961,101
392,38,0,961,101
393,38,0,961,101
394,38,0,961,101
395,38,0,961,101
396,38,0,961,101
397,38,0,961,101
398,38,0,961,101
399,38,0,961,101
400,38,0,961,101
401,38,0,961,101
402,38,0,961,101
403,38,0,961,101
404,38,0,961,101
405,38,0,961,101
406,38,0,961,101
407,38,0,961,101
408,38,0,961,101
409,38,0,961,101
410,38,0,961,101
411,38,0,961,101
412,38,0,961,101
413,38,0,961,101
414,38,0,961,101
415,38,0,961,101
416,38,0,961,101
417,38,0,961,101
418,38,0,961,101
419,38,0,961,101
420,38,0,961,101
421,38,0,961,101
422,38,0,961,101
423,38,0,961,101
424,38,0,961,101
425,38,0,961,101
426,38,0,961,101
427,38,0,961,101
428,38,0,961,101
429,38,0,961,101
430,38,0,961,101
431,38,0,961,101
432,38,0,961,101
433,38,0,961,101
434,38,0,961,101
435,38,0,961,101
436,38,0,961,101
437,38,0,961,101
438,38,0,961,101
439,38,0,961,101
440,38,0,961,101
441,38,0,961,101
442,38,0,961,101
443,38,0,961,101
444,38,0,961,101
445,38,0,961,101
446,38,0,961,101
447,38,0,961,101
448,38,0,961,101
449,38,0,961,101
450,38,0,961,101
451,38,0,961,101
452,38,0,961,101
453,38,0,961,101
454,38,0,961,101
455,38,0,961,101
456,38,0,961,101
457,38,0,961,101
458,38,0,961,101
459,38,0,961,101
460,38,0,961,101
461,38,0,961,101
462,38,0,961,101
463,38,0,961,101
464,38,0,961,101
465,38,0,961,101
466,38,0,961,101
467,38,0,961,101
468,38,0,961,101
469,38,0,961,101
470,38,0,961,101
471,38,0,961,101
472,38,0,961,101
473,38,0,961,101
474,38,0,961,101
475,38,0,961,101
476,38,0,961,101
477,38,0,961,101
478,38,0,961,101
479,38,0,961,101
480,38,0,961,101
